tag,step,value,wall_time
time/fps,6144,1014.0,1775928428.6286201
time/fps,12288,827.0,1775928437.4255571
time/fps,18432,767.0,1775928446.5846343
time/fps,24576,742.0,1775928455.6814454
time/fps,30720,732.0,1775928464.5365217
time/fps,36864,717.0,1775928473.955027
time/fps,43008,700.0,1775928483.9797006
time/fps,49152,706.0,1775928492.100416
time/fps,55296,296.0,1775928609.1185355
time/fps,61440,313.0,1775928618.575636
time/fps,67584,328.0,1775928628.3961165
time/fps,73728,341.0,1775928638.2883976
time/fps,79872,354.0,1775928647.6401255
time/fps,86016,366.0,1775928657.2320526
time/fps,92160,377.0,1775928666.8016644
time/fps,98304,387.0,1775928676.421689
time/fps,104448,282.0,1775928792.8644075
time/fps,110592,290.0,1775928802.8471491
time/fps,116736,299.0,1775928812.5598161
time/fps,122880,307.0,1775928822.2167964
time/fps,129024,315.0,1775928831.9550436
time/fps,135168,322.0,1775928841.8011107
time/fps,141312,329.0,1775928851.5453491
time/fps,147456,336.0,1775928861.291075
time/fps,153600,280.0,1775928969.9528563
time/fps,159744,286.0,1775928979.9047303
time/fps,165888,292.0,1775928989.923859
time/fps,172032,297.0,1775928999.8601134
time/fps,178176,303.0,1775929009.7617476
time/fps,184320,308.0,1775929019.6721878
time/fps,190464,313.0,1775929029.6185927
time/fps,196608,318.0,1775929039.5446398
time/fps,202752,280.0,1775929146.3811862
time/fps,208896,284.0,1775929156.0900025
time/fps,215040,289.0,1775929165.7336783
time/fps,221184,293.0,1775929175.124414
time/fps,227328,298.0,1775929184.8976316
time/fps,233472,302.0,1775929194.5589888
time/fps,239616,306.0,1775929204.4234135
time/fps,245760,310.0,1775929214.1349812
time/fps,251904,280.0,1775929321.0747635
time/fps,258048,284.0,1775929330.5868843
time/fps,264192,287.0,1775929340.917422
time/fps,270336,291.0,1775929350.1725795
time/fps,276480,294.0,1775929360.2646942
time/fps,282624,298.0,1775929369.8889728
time/fps,288768,301.0,1775929379.497888
time/fps,294912,305.0,1775929388.914458
time/fps,301056,281.0,1775929493.802279
time/fps,307200,284.0,1775929503.585082
time/fps,313344,287.0,1775929513.2667308
time/fps,319488,290.0,1775929522.6299706
time/fps,325632,293.0,1775929532.2228441
time/fps,331776,296.0,1775929541.8859794
time/fps,337920,299.0,1775929551.5222836
time/fps,344064,302.0,1775929561.1478043
time/fps,350208,279.0,1775929674.9744623
time/fps,356352,282.0,1775929684.6357374
time/fps,362496,285.0,1775929693.927957
time/fps,368640,287.0,1775929703.4365065
time/fps,374784,290.0,1775929713.0890605
time/fps,380928,293.0,1775929722.37845
time/fps,387072,295.0,1775929731.7829468
time/fps,393216,298.0,1775929741.1664848
time/fps,399360,300.0,1775929750.6066859
time/fps,405504,283.0,1775929853.1257565
time/fps,411648,285.0,1775929862.6715448
time/fps,417792,288.0,1775929872.302475
time/fps,423936,290.0,1775929881.794111
time/fps,430080,292.0,1775929891.519066
time/fps,436224,294.0,1775929901.443278
time/fps,442368,297.0,1775929910.938411
time/fps,448512,299.0,1775929920.8288136
time/fps,454656,282.0,1775930031.8682816
time/fps,460800,284.0,1775930041.948968
time/fps,466944,286.0,1775930051.2933023
time/fps,473088,288.0,1775930060.2040508
time/fps,479232,291.0,1775930068.7405276
time/fps,485376,293.0,1775930077.9092786
time/fps,491520,295.0,1775930087.9771802
time/fps,497664,297.0,1775930098.107381
time/fps,503808,282.0,1775930206.4077172
time/fps,509952,284.0,1775930215.7738903
time/fps,516096,286.0,1775930225.695416
time/fps,522240,288.0,1775930235.2181516
time/fps,528384,289.0,1775930245.0773919
time/fps,534528,291.0,1775930255.2334213
time/fps,540672,293.0,1775930265.236448
time/fps,546816,295.0,1775930274.946317
time/fps,552960,282.0,1775930381.481071
time/fps,559104,284.0,1775930391.132022
time/fps,565248,285.0,1775930400.8661618
time/fps,571392,287.0,1775930410.5262492
time/fps,577536,289.0,1775930420.4805577
time/fps,583680,290.0,1775930430.0802555
time/fps,589824,292.0,1775930440.139235
time/fps,595968,293.0,1775930449.9102182
time/fps,602112,281.0,1775930561.3257904
time/fps,608256,283.0,1775930570.7071183
time/fps,614400,284.0,1775930580.483948
time/fps,620544,286.0,1775930590.3749316
time/fps,626688,287.0,1775930600.2497633
time/fps,632832,289.0,1775930609.990666
time/fps,638976,290.0,1775930619.7994158
time/fps,645120,292.0,1775930629.6051795
time/fps,651264,281.0,1775930735.1362002
time/fps,657408,283.0,1775930745.0888078
time/fps,663552,284.0,1775930755.003263
time/fps,669696,285.0,1775930764.2422972
time/fps,675840,287.0,1775930773.6689982
time/fps,681984,288.0,1775930783.8065822
time/fps,688128,290.0,1775930793.7694676
time/fps,694272,291.0,1775930803.6865115
time/fps,700416,281.0,1775930909.4974308
train/approx_kl,12288,0.011345612816512585,1775928437.4256036
train/approx_kl,18432,0.006489060819149017,1775928446.584673
train/approx_kl,24576,0.004743491765111685,1775928455.6814866
train/approx_kl,30720,0.005536561831831932,1775928464.5365613
train/approx_kl,36864,0.004047131631523371,1775928473.9550712
train/approx_kl,43008,0.005603512283414602,1775928483.979741
train/approx_kl,49152,0.004314121324568987,1775928492.1004558
train/approx_kl,49998,0.004246611148118973,1775928602.7135425
train/approx_kl,61440,0.005799236241728067,1775928618.5756767
train/approx_kl,67584,0.004270198289304972,1775928628.39616
train/approx_kl,73728,0.004664565436542034,1775928638.2884486
train/approx_kl,79872,0.005121953785419464,1775928647.6401656
