tag,step,value,wall_time
time/fps,4096,707.0,1774781030.733167
time/fps,8192,621.0,1774781038.1283605
time/fps,12288,581.0,1774781046.0828094
time/fps,16384,569.0,1774781053.7151904
time/fps,20480,566.0,1774781061.0954897
time/fps,24576,562.0,1774781068.6064591
time/fps,28672,559.0,1774781076.1814752
time/fps,32768,557.0,1774781083.7168088
time/fps,36864,555.0,1774781091.2784595
time/fps,40960,553.0,1774781098.9440482
time/fps,45056,557.0,1774781105.8170128
time/fps,49152,559.0,1774781112.7794728
time/fps,53248,528.0,1774781125.6565506
time/fps,57344,531.0,1774781132.8640077
time/fps,61440,533.0,1774781140.066964
time/fps,65536,533.0,1774781147.7738402
time/fps,69632,533.0,1774781155.4298651
time/fps,73728,533.0,1774781163.2071638
time/fps,77824,534.0,1774781170.4965253
time/fps,81920,534.0,1774781178.2924936
time/fps,86016,535.0,1774781185.5226793
time/fps,90112,538.0,1774781192.4336195
time/fps,94208,538.0,1774781199.8688776
time/fps,98304,540.0,1774781206.8509502
time/fps,102400,524.0,1774781220.1082745
time/fps,106496,527.0,1774781226.9062252
time/fps,110592,529.0,1774781233.987043
time/fps,114688,531.0,1774781240.861799
time/fps,118784,532.0,1774781248.025082
time/fps,122880,533.0,1774781255.4098957
time/fps,126976,532.0,1774781263.319534
time/fps,131072,531.0,1774781271.630465
time/fps,135168,531.0,1774781279.1205814
time/fps,139264,532.0,1774781286.3423226
time/fps,143360,533.0,1774781293.784793
time/fps,147456,534.0,1774781300.8475463
time/fps,151552,525.0,1774781313.217298
time/fps,155648,527.0,1774781320.0907648
time/fps,159744,528.0,1774781327.0418596
time/fps,163840,530.0,1774781333.7721288
time/fps,167936,531.0,1774781341.1105027
time/fps,172032,531.0,1774781348.8057334
time/fps,176128,531.0,1774781356.4333646
time/fps,180224,532.0,1774781363.462768
time/fps,184320,532.0,1774781371.2190807
time/fps,188416,533.0,1774781378.3116689
time/fps,192512,534.0,1774781385.374341
time/fps,196608,534.0,1774781392.5336785
time/fps,200704,528.0,1774781404.580736
time/fps,204800,530.0,1774781411.333261
time/fps,208896,531.0,1774781417.855649
time/fps,212992,533.0,1774781424.2267494
time/fps,217088,534.0,1774781430.7945392
time/fps,221184,535.0,1774781438.0756032
time/fps,225280,535.0,1774781445.8430219
time/fps,229376,535.0,1774781452.9785843
time/fps,233472,535.0,1774781460.8277857
time/fps,237568,536.0,1774781468.0141997
time/fps,241664,536.0,1774781475.528937
time/fps,245760,536.0,1774781482.9390287
time/fps,249856,536.0,1774781490.3701816
time/fps,253952,530.0,1774781503.3606179
time/fps,258048,530.0,1774781511.005974
time/fps,262144,531.0,1774781518.2574244
time/fps,266240,530.0,1774781526.4815028
time/fps,270336,531.0,1774781533.3483713
time/fps,274432,532.0,1774781540.629096
time/fps,278528,532.0,1774781548.2843568
time/fps,282624,532.0,1774781555.6826165
time/fps,286720,532.0,1774781563.4193635
time/fps,290816,532.0,1774781571.1067388
time/fps,294912,532.0,1774781578.5799425
time/fps,299008,532.0,1774781586.3421314
time/fps,303104,528.0,1774781598.6034915
time/fps,307200,528.0,1774781606.136907
time/fps,311296,528.0,1774781613.5899851
time/fps,315392,529.0,1774781621.1237733
time/fps,319488,529.0,1774781628.5390034
time/fps,323584,530.0,1774781635.4719179
time/fps,327680,530.0,1774781642.5236707
time/fps,331776,530.0,1774781650.1851184
time/fps,335872,530.0,1774781657.918918
time/fps,339968,530.0,1774781665.3744342
time/fps,344064,530.0,1774781673.0364695
time/fps,348160,531.0,1774781680.3714693
time/fps,352256,526.0,1774781693.6007564
time/fps,356352,526.0,1774781701.1957474
time/fps,360448,527.0,1774781708.757846
time/fps,364544,527.0,1774781716.3916063
time/fps,368640,527.0,1774781723.4180846
time/fps,372736,527.0,1774781731.3128428
time/fps,376832,527.0,1774781739.3132386
time/fps,380928,527.0,1774781746.8049707
time/fps,385024,528.0,1774781754.0024462
time/fps,389120,528.0,1774781761.0770078
time/fps,393216,528.0,1774781768.943016
time/fps,397312,529.0,1774781775.9527209
time/fps,401408,525.0,1774781788.6528077
time/fps,405504,526.0,1774781795.8453262
time/fps,409600,526.0,1774781802.9286556
time/fps,413696,527.0,1774781809.9005392
time/fps,417792,527.0,1774781816.6312454
time/fps,421888,527.0,1774781824.0056138
time/fps,425984,527.0,1774781832.528193
time/fps,430080,527.0,1774781840.329206
time/fps,434176,527.0,1774781847.9728127
time/fps,438272,527.0,1774781855.268744
time/fps,442368,528.0,1774781862.573821
time/fps,446464,528.0,1774781870.3657496
time/fps,450560,525.0,1774781882.9699323
time/fps,454656,525.0,1774781890.6620033
time/fps,458752,525.0,1774781898.0980983
time/fps,462848,525.0,1774781905.7730298
time/fps,466944,525.0,1774781912.9539382
time/fps,471040,526.0,1774781920.1905062
time/fps,475136,526.0,1774781927.6934555
time/fps,479232,526.0,1774781935.1573095
time/fps,483328,526.0,1774781942.4749103
time/fps,487424,527.0,1774781949.5862544
time/fps,491520,527.0,1774781957.3806667
time/fps,495616,527.0,1774781965.048211
time/fps,499712,527.0,1774781971.9406729
time/fps,503808,524.0,1774781984.9600513
train/approx_kl,8192,0.007158446591347456,1774781038.1284099
train/approx_kl,12288,0.008296494372189045,1774781046.0828493
train/approx_kl,16384,0.0067527019418776035,1774781053.7152324
train/approx_kl,20480,0.0068734074011445045,1774781061.0955281
train/approx_kl,24576,0.006666556932032108,1774781068.6064959
train/approx_kl,28672,0.005000606179237366,1774781076.1815112
train/approx_kl,32768,0.007922190241515636,1774781083.7168481
train/approx_kl,36864,0.0039338660426437855,1774781091.278497
train/approx_kl,40960,0.003333174390718341,1774781098.9440897
train/approx_kl,45056,0.006294434890151024,1774781105.817051
train/approx_kl,49152,0.005808745510876179,1774781112.7795122
train/approx_kl,50000,0.006860844790935516,1774781121.232584
train/approx_kl,57344,0.0062860166653990746,1774781132.864046
train/approx_kl,61440,0.006103889085352421,1774781140.0670028
train/approx_kl,65536,0.006828068755567074,1774781147.7739196
train/approx_kl,69632,0.003571329405531287,1774781155.4299114
train/approx_kl,73728,0.005924430675804615,1774781163.2072065
train/approx_kl,77824,0.005556735210120678,1774781170.4965663
train/approx_kl,81920,0.004257716704159975,1774781178.292539
train/approx_kl,86016,0.004045126494020224,1774781185.5227172
train/approx_kl,90112,0.005402505863457918,1774781192.4336576
train/approx_kl,94208,0.003783134277909994,1774781199.8689263
train/approx_kl,98304,0.005751653108745813,1774781206.8509877
train/approx_kl,100000,0.005531194154173136,1774781216.7332485
train/approx_kl,106496,0.007588982116430998,1774781226.9062653
train/approx_kl,110592,0.005658864043653011,1774781233.9870794
train/approx_kl,114688,0.004357870668172836,1774781240.861838
train/approx_kl,118784,0.004551464691758156,1774781248.025133
train/approx_kl,122880,0.006502739153802395,1774781255.409952
train/approx_kl,126976,0.004336396232247353,1774781263.3195753
train/approx_kl,131072,0.0072094956412911415,1774781271.6305048
train/approx_kl,135168,0.005753690376877785,1774781279.1206646
train/approx_kl,139264,0.00660797581076622,1774781286.3423648
train/approx_kl,143360,0.006841691210865974,1774781293.784832
train/approx_kl,147456,0.008149079978466034,1774781300.8475838
train/approx_kl,150000,0.006326341535896063,1774781311.0950522
train/approx_kl,155648,0.005187372677028179,1774781320.0908046
train/approx_kl,159744,0.003467427333816886,1774781327.0418985
train/approx_kl,163840,0.006063048727810383,1774781333.7721665
train/approx_kl,167936,0.00435378635302186,1774781341.1105464
train/approx_kl,172032,0.005393665283918381,1774781348.8057702
train/approx_kl,176128,0.004321228712797165,1774781356.433406
train/approx_kl,180224,0.004306681454181671,1774781363.4628146
train/approx_kl,184320,0.006061281077563763,1774781371.2191174
train/approx_kl,188416,0.0045705074444413185,1774781378.3117137
train/approx_kl,192512,0.006448701024055481,1774781385.3743823
train/approx_kl,196608,0.0032864133827388287,1774781392.533717
train/approx_kl,200000,0.005099672358483076,1774781403.6764698
train/approx_kl,204800,0.0054279472678899765,1774781411.3333054
train/approx_kl,208896,0.0051290299743413925,1774781417.8556857
train/approx_kl,212992,0.004231112077832222,1774781424.2267869
train/approx_kl,217088,0.005685072857886553,1774781430.794577
train/approx_kl,221184,0.0068939439952373505,1774781438.0756736
train/approx_kl,225280,0.003510159905999899,1774781445.8430643
train/approx_kl,229376,0.004003274254500866,1774781452.9786315
train/approx_kl,233472,0.0054796719923615456,1774781460.827825
train/approx_kl,237568,0.006680954713374376,1774781468.0142395
train/approx_kl,241664,0.004301722627133131,1774781475.5289764
train/approx_kl,245760,0.0028274310752749443,1774781482.9390655
train/approx_kl,249856,0.0053624617867171764,1774781490.3702207
train/approx_kl,250000,0.005015070550143719,1774781497.826324
train/approx_kl,258048,0.005573245696723461,1774781511.0060112
train/approx_kl,262144,0.004778746515512466,1774781518.257476
train/approx_kl,266240,0.005030028522014618,1774781526.4815447
train/approx_kl,270336,0.006184280849993229,1774781533.34841
train/approx_kl,274432,0.005171217955648899,1774781540.6291342
train/approx_kl,278528,0.00597897544503212,1774781548.284394
train/approx_kl,282624,0.006127588450908661,1774781555.6826575
train/approx_kl,286720,0.006790976971387863,1774781563.4194014
train/approx_kl,290816,0.006725520361214876,1774781571.1067777
train/approx_kl,294912,0.0033151693642139435,1774781578.579983
train/approx_kl,299008,0.005648336373269558,1774781586.3421693
train/approx_kl,300000,0.003824330400675535,1774781594.3555372
train/approx_kl,307200,0.005540234036743641,1774781606.1369712
train/approx_kl,311296,0.004752258770167828,1774781613.5900226
train/approx_kl,315392,0.004206785466521978,1774781621.123813
train/approx_kl,319488,0.005251006223261356,1774781628.5390444
train/approx_kl,323584,0.003592466237023473,1774781635.4719555
train/approx_kl,327680,0.0061144521459937096,1774781642.5237122
train/approx_kl,331776,0.004717674572020769,1774781650.1851556
train/approx_kl,335872,0.003182987915351987,1774781657.9189708
train/approx_kl,339968,0.0043747201561927795,1774781665.3744733
train/approx_kl,344064,0.004903706721961498,1774781673.036506
train/approx_kl,348160,0.0025435220450162888,1774781680.3715057
train/approx_kl,350000,0.0043496196158230305,1774781690.224697
train/approx_kl,356352,0.005585765466094017,1774781701.1957862
train/approx_kl,360448,0.002391380723565817,1774781708.7578912
train/approx_kl,364544,0.0048152427189052105,1774781716.3916423
train/approx_kl,368640,0.0038620512932538986,1774781723.418123
train/approx_kl,372736,0.0022784839384257793,1774781731.3128796
train/approx_kl,376832,0.0009930753149092197,1774781739.3132813
train/approx_kl,380928,0.005597137846052647,1774781746.8050327
train/approx_kl,385024,0.004006227478384972,1774781754.0024822
