tag,step,value,wall_time
time/fps,6144,1004.0,1775931129.9912164
time/fps,12288,817.0,1775931138.909963
time/fps,18432,778.0,1775931147.5472872
time/fps,24576,757.0,1775931156.3011806
time/fps,30720,740.0,1775931165.3375757
time/fps,36864,734.0,1775931174.0863307
time/fps,43008,725.0,1775931183.1160944
time/fps,49152,720.0,1775931192.1161485
time/fps,55296,339.0,1775931286.7613413
time/fps,61440,357.0,1775931295.727112
time/fps,67584,375.0,1775931303.7561526
time/fps,73728,390.0,1775931312.7584991
time/fps,79872,403.0,1775931321.7613997
time/fps,86016,415.0,1775931330.8269987
time/fps,92160,427.0,1775931339.647933
time/fps,98304,437.0,1775931348.4679582
time/fps,104448,329.0,1775931440.6735053
time/fps,110592,339.0,1775931449.4759514
time/fps,116736,348.0,1775931458.6740766
time/fps,122880,357.0,1775931467.4989684
time/fps,129024,366.0,1775931475.9480126
time/fps,135168,374.0,1775931484.9215877
time/fps,141312,381.0,1775931494.3994145
time/fps,147456,388.0,1775931503.7672217
time/fps,153600,325.0,1775931596.114084
time/fps,159744,331.0,1775931605.164028
time/fps,165888,338.0,1775931613.9522696
time/fps,172032,344.0,1775931623.1471002
time/fps,178176,350.0,1775931631.8959043
time/fps,184320,356.0,1775931640.510154
time/fps,190464,362.0,1775931649.3519692
time/fps,196608,367.0,1775931658.531776
time/fps,202752,320.0,1775931756.2960594
time/fps,208896,325.0,1775931765.5220633
time/fps,215040,330.0,1775931774.849359
time/fps,221184,335.0,1775931783.8665385
time/fps,227328,339.0,1775931793.0697255
time/fps,233472,344.0,1775931802.1965923
time/fps,239616,348.0,1775931811.4027505
time/fps,245760,352.0,1775931820.4007828
time/fps,251904,320.0,1775931910.1343505
time/fps,258048,324.0,1775931919.5601265
time/fps,264192,328.0,1775931928.759629
time/fps,270336,331.0,1775931938.4519763
time/fps,276480,335.0,1775931947.4113002
time/fps,282624,339.0,1775931956.4495082
time/fps,288768,343.0,1775931965.5050642
time/fps,294912,346.0,1775931974.3134198
time/fps,301056,319.0,1775932066.860255
time/fps,307200,322.0,1775932075.7437823
time/fps,313344,326.0,1775932084.3968482
time/fps,319488,329.0,1775932093.2747788
time/fps,325632,332.0,1775932102.2684622
time/fps,331776,336.0,1775932111.1165023
time/fps,337920,339.0,1775932119.9570372
time/fps,344064,342.0,1775932128.7919118
time/fps,350208,320.0,1775932215.9856462
time/fps,356352,323.0,1775932224.815863
time/fps,362496,326.0,1775932233.6842496
time/fps,368640,329.0,1775932242.1936896
time/fps,374784,332.0,1775932250.873183
time/fps,380928,335.0,1775932259.1857688
time/fps,387072,338.0,1775932267.4151511
time/fps,393216,341.0,1775932275.9466362
time/fps,399360,343.0,1775932285.0818765
time/fps,405504,323.0,1775932375.5979853
time/fps,411648,326.0,1775932383.880014
time/fps,417792,329.0,1775932392.1565797
time/fps,423936,332.0,1775932400.5467837
time/fps,430080,334.0,1775932408.7183707
time/fps,436224,337.0,1775932417.159624
time/fps,442368,339.0,1775932425.4480505
time/fps,448512,342.0,1775932433.8752935
time/fps,454656,324.0,1775932523.212352
time/fps,460800,327.0,1775932532.156656
time/fps,466944,329.0,1775932541.0784996
time/fps,473088,331.0,1775932549.8223338
time/fps,479232,333.0,1775932559.1653757
time/fps,485376,336.0,1775932567.4386337
time/fps,491520,338.0,1775932575.800381
time/fps,497664,340.0,1775932584.9296088
time/fps,503808,324.0,1775932678.0290473
time/fps,509952,326.0,1775932686.2745264
time/fps,516096,328.0,1775932694.626431
time/fps,522240,330.0,1775932702.8824375
time/fps,528384,332.0,1775932711.1805384
time/fps,534528,334.0,1775932720.1624842
time/fps,540672,336.0,1775932728.5035996
time/fps,546816,339.0,1775932736.7963657
time/fps,552960,325.0,1775932820.33545
time/fps,559104,327.0,1775932828.7066135
time/fps,565248,329.0,1775932836.9004247
time/fps,571392,331.0,1775932845.2216213
time/fps,577536,333.0,1775932854.1278987
time/fps,583680,335.0,1775932862.4028494
time/fps,589824,337.0,1775932870.7145164
time/fps,595968,339.0,1775932878.9842267
time/fps,602112,328.0,1775932959.029904
time/fps,608256,329.0,1775932967.2848344
time/fps,614400,331.0,1775932975.3801548
time/fps,620544,333.0,1775932983.620665
time/fps,626688,335.0,1775932991.9028869
time/fps,632832,337.0,1775933000.2238636
time/fps,638976,339.0,1775933008.5385118
time/fps,645120,340.0,1775933016.6948214
time/fps,651264,327.0,1775933110.8447797
time/fps,657408,329.0,1775933119.6857452
time/fps,663552,331.0,1775933127.9205031
time/fps,669696,332.0,1775933136.0358624
time/fps,675840,334.0,1775933144.2757232
time/fps,681984,336.0,1775933152.4837308
time/fps,688128,337.0,1775933160.7246385
time/fps,694272,339.0,1775933169.0708861
time/fps,700416,328.0,1775933254.4058309
train/approx_kl,12288,0.009914975613355637,1775931138.910005
train/approx_kl,18432,0.008596389554440975,1775931147.5473263
train/approx_kl,24576,0.006034597288817167,1775931156.3012223
train/approx_kl,30720,0.005261585116386414,1775931165.3376172
train/approx_kl,36864,0.006253883708268404,1775931174.0863762
train/approx_kl,43008,0.0052188062109053135,1775931183.116131
train/approx_kl,49152,0.0054223681800067425,1775931192.1161869
train/approx_kl,49998,0.007291097193956375,1775931280.2766695
train/approx_kl,61440,0.006560119334608316,1775931295.7271495
train/approx_kl,67584,0.005559781566262245,1775931303.7561896
train/approx_kl,73728,0.005000820849090815,1775931312.7585385
train/approx_kl,79872,0.005110533442348242,1775931321.761437
train/approx_kl,86016,0.005343778058886528,1775931330.827037
train/approx_kl,92160,0.0052176243625581264,1775931339.6479855
train/approx_kl,98304,0.005954498890787363,1775931348.4680023
train/approx_kl,99996,0.0036957489792257547,1775931435.6655483
train/approx_kl,110592,0.004507353063672781,1775931449.4759905
train/approx_kl,116736,0.0055822632275521755,1775931458.6741152
train/approx_kl,122880,0.004852214362472296,1775931467.4990065
train/approx_kl,129024,0.004457554779946804,1775931475.9480522
train/approx_kl,135168,0.0072129569016397,1775931484.9216254
train/approx_kl,141312,0.006279076915234327,1775931494.3994558
train/approx_kl,147456,0.005387723445892334,1775931503.7672668
train/approx_kl,149994,0.005328064318746328,1775931591.9821947
train/approx_kl,159744,0.004372362978756428,1775931605.1640651
train/approx_kl,165888,0.00522240437567234,1775931613.952309
train/approx_kl,172032,0.00577550008893013,1775931623.147136
train/approx_kl,178176,0.0060931914485991,1775931631.895943
train/approx_kl,184320,0.005222903098911047,1775931640.5101926
train/approx_kl,190464,0.0048385728150606155,1775931649.3520114
train/approx_kl,196608,0.005256523843854666,1775931658.5318182
train/approx_kl,199992,0.00396469933912158,1775931753.144137
train/approx_kl,208896,0.004935050383210182,1775931765.5221014
train/approx_kl,215040,0.004509854130446911,1775931774.849397
train/approx_kl,221184,0.004886225331574678,1775931783.8665779
train/approx_kl,227328,0.004332955460995436,1775931793.069768
train/approx_kl,233472,0.004837131593376398,1775931802.1966305
train/approx_kl,239616,0.005005005281418562,1775931811.4027894
train/approx_kl,245760,0.0057901605032384396,1775931820.4008281
train/approx_kl,249990,0.004755869507789612,1775931907.879647
train/approx_kl,258048,0.006074187811464071,1775931919.5601664
