policy,total_requests_mean,total_requests_std,total_requests_worst,served_mean,served_std,served_worst,rejected_mean,rejected_std,rejected_worst,service_rate_mean,service_rate_std,service_rate_worst,mean_wait_mean,mean_wait_std,mean_wait_worst,p50_wait_mean,p50_wait_std,p50_wait_worst,p95_wait_mean,p95_wait_std,p95_wait_worst,max_wait_mean,max_wait_std,max_wait_worst,min_wait_mean,min_wait_std,min_wait_worst,std_wait_mean,std_wait_std,std_wait_worst,mean_ride_mean,mean_ride_std,mean_ride_worst,p95_ride_mean,p95_ride_std,p95_ride_worst,mean_detour_ratio_mean,mean_detour_ratio_std,mean_detour_ratio_worst,p95_detour_ratio_mean,p95_detour_ratio_std,p95_detour_ratio_worst,total_distance_mean,total_distance_std,total_distance_worst,loaded_distance_mean,loaded_distance_std,loaded_distance_worst,empty_distance_mean,empty_distance_std,empty_distance_worst,deadhead_ratio_mean,deadhead_ratio_std,deadhead_ratio_worst,improvements_mean,improvements_std,improvements_worst,mean_latency_ms_mean,mean_latency_ms_std,mean_latency_ms_worst,p95_latency_ms_mean,p95_latency_ms_std,p95_latency_ms_worst,violations_total_mean,violations_total_std,violations_total_worst,violations_wait_mean,violations_wait_std,violations_wait_worst,violations_ride_mean,violations_ride_std,violations_ride_worst,mean_wait_excess_mean,mean_wait_excess_std,mean_wait_excess_worst,mean_ride_excess_mean,mean_ride_excess_std,mean_ride_excess_worst
rl (rl_base),352,32.909,390,280.6667,13.3167,292,71.3333,32.7159,106,0.8013,0.0744,0.8769,21.66,1.8035,23.5963,17.0957,2.7958,20.141,45.1074,0.5891,45.4645,51.6994,1.9144,53.3217,0.1202,0.2082,0.3606,15.1575,0.2693,15.4484,13.4602,0.8437,14.3353,33.7918,5.1839,39.3609,1.3472,0.0425,1.3927,2.1762,0.0477,2.2302,4159.9911,116.6132,4256.9998,2581.2639,60.1754,2646.2023,1578.7273,96.0211,1686.7967,0.3793,0.0148,0.3962,0.0,0.0,0,2.7185,0.3147,3.0797,3.3179,0.237,3.5612,18.3333,4.7258,22,16.0,3.4641,18,2.3333,1.5275,4,2.0585,0.458,2.3944,2.0524,1.1052,3.2705
rl (rl_v3),352,32.909,390,232.3333,8.0829,237,119.6667,29.7041,153,0.663,0.0523,0.7117,12.6689,0.8436,13.419,9.8033,0.4738,10.3081,36.9691,3.9051,40.0184,46.8162,3.2011,50.2617,0.0,0.0,0.0,9.6962,1.1715,10.8834,10.5223,0.1881,10.7303,20.6336,0.2309,20.8165,1.1785,0.0097,1.1862,1.5772,0.0505,1.6217,4028.9391,82.6457,4116.7866,2107.4096,44.9927,2155.4442,1921.5295,37.6584,1961.3424,0.4769,0.0004,0.4773,0.0,0.0,0,2.4771,0.0646,2.5153,3.3671,0.3414,3.7542,2.3333,2.0817,4,2.0,1.7321,3,0.3333,0.5774,1,2.4796,2.2898,4.0987,2.6063,0.0,2.6063
rl (rl_v4),352,32.909,390,266.0,9.6437,273,86.0,30.7896,120,0.7593,0.064,0.8198,18.5891,1.8346,20.3901,13.2706,1.3566,14.5146,44.9731,0.6967,45.7647,51.9665,2.2901,54.6096,0.0,0.0,0.0,14.0452,1.1223,15.2644,11.8045,0.5411,12.128,28.0957,4.1471,32.5693,1.2683,0.0278,1.2927,2.0351,0.1165,2.1138,4173.7783,125.3329,4318.3599,2396.6011,39.9277,2430.1407,1777.1772,120.7026,1911.1326,0.4255,0.0171,0.4426,0.0,0.0,0,3.1229,0.5127,3.7114,4.6325,0.3997,4.9678,14.3333,3.2146,18,13.0,2.6458,16,1.3333,0.5774,2,2.9172,0.4585,3.392,4.0661,2.0185,6.3457
rl (rl_v5),352,32.909,390,279.0,4.3589,284,73.0,34.8712,113,0.7973,0.0763,0.8529,22.4111,1.8916,23.9908,18.9087,3.0854,21.9194,45.1878,0.8215,45.9987,49.5788,2.0623,50.8817,0.5044,0.4385,0.7954,15.0268,0.6244,15.5224,13.4507,0.8922,14.2602,32.4885,4.5459,37.1365,1.3574,0.0374,1.3884,2.227,0.0797,2.2817,4198.9405,159.5021,4370.0601,2569.4936,27.7197,2591.0751,1629.4469,186.9105,1831.8282,0.3873,0.0295,0.4192,0.0,0.0,0,2.7493,0.1634,2.9136,4.1249,0.4943,4.6416,16.0,6.0,22,14.6667,5.0332,20,1.3333,1.1547,2,1.8356,0.8113,2.3855,0.9137,0.5015,1.2683
rl+sa (rl_base),352,32.909,390,296.6667,8.3865,302,55.3333,30.1054,89,0.8469,0.0688,0.9069,21.5811,1.4521,23.2484,18.8378,2.2741,21.4631,44.4531,1.2435,45.8888,51.1221,0.9582,52.1775,0.0,0.0,0.0,14.1522,0.554,14.7646,12.859,0.7572,13.4735,28.8344,1.9724,30.5297,1.3158,0.0411,1.3599,2.0578,0.0874,2.1575,4139.6482,164.5983,4317.2595,2635.3358,56.9243,2696.417,1504.3123,162.0694,1691.4357,0.3628,0.0255,0.3918,95.0,8.7178,105,129.7872,3.9686,133.1018,363.2304,12.9992,371.0189,14.6667,7.3711,23,14.0,7.9373,23,0.6667,0.5774,1,1.9448,0.1019,2.0624,1.6826,1.3967,2.6702
rl+sa (rl_v3),352,32.909,390,236.3333,12.5831,248,115.6667,33.8575,152,0.6749,0.0674,0.7447,11.018,0.7677,11.902,9.1817,0.7559,10.0468,27.2013,2.5253,28.7082,41.2349,4.1695,45.9869,0.0,0.0,0.0,7.5623,0.6965,8.1954,10.276,0.3145,10.5,19.5937,1.1095,20.8235,1.1683,0.007,1.1756,1.5422,0.0286,1.5701,3917.5291,137.0904,4008.4425,2108.3775,52.7188,2149.7468,1809.1516,88.4046,1882.0753,0.4617,0.0073,0.4695,66.0,13.5277,80,15.9602,2.4201,18.211,83.578,4.0984,87.9177,0.6667,0.5774,1,0.3333,0.5774,1,0.3333,0.5774,1,0.9869,0.0,0.9869,0.6949,0.0,0.6949
rl+sa (rl_v4),352,32.909,390,278.0,12.2882,287,74.0,30.8058,107,0.7934,0.0681,0.8619,18.6858,0.9006,19.6767,15.5047,1.0456,16.1379,42.4241,0.7902,43.317,48.0638,4.9614,53.7827,0.0,0.0,0.0,13.0272,0.4498,13.5364,11.7683,0.347,12.1427,25.786,0.6972,26.4437,1.2665,0.0178,1.2805,2.0028,0.0221,2.028,4075.895,114.3646,4203.096,2474.0486,46.9947,2502.0682,1601.8465,86.4193,1701.0278,0.3928,0.0116,0.4047,97.3333,10.6927,104,83.5401,6.2797,88.9321,280.8552,25.8491,300.1426,4.0,3.6056,7,3.6667,3.5119,7,0.3333,0.5774,1,1.538,1.6093,2.676,2.2611,0.0,2.2611
rl+sa (rl_v5),352,32.909,390,297.0,5.5678,303,55.0,27.7849,87,0.8476,0.0615,0.8889,21.9154,2.7309,25.0099,19.925,4.8651,25.5222,44.056,1.6982,45.6024,53.2208,3.9802,57.3875,0.1435,0.2486,0.4305,13.9345,0.6684,14.3514,13.1971,0.9484,13.8286,30.9526,5.274,35.9595,1.3234,0.0506,1.364,2.1307,0.1204,2.2017,4158.7743,179.4096,4314.8585,2654.003,49.5247,2709.2218,1504.7713,163.7046,1675.5863,0.3612,0.0246,0.3883,116.3333,13.7961,132,127.5483,20.5351,145.4308,349.2611,38.9468,373.8652,12.0,9.0,21,10.3333,8.0208,18,1.6667,1.1547,3,2.8979,0.7636,3.3502,0.502,0.2256,0.6949
rl+ts (rl_base),352,32.909,390,308.3333,11.2398,318,43.6667,25.658,72,0.8794,0.0598,0.9339,17.2244,2.3845,19.7427,12.9603,2.1176,15.2444,43.0549,1.9902,45.0143,48.3606,1.0112,49.3028,0.0,0.0,0.0,13.1693,1.0335,14.2541,12.9063,0.4401,13.2198,27.8905,2.2443,30.0264,1.31,0.0245,1.3365,2.0232,0.0911,2.1202,3740.3676,102.2176,3826.641,2638.5946,72.2442,2717.5434,1101.773,88.6988,1204.1853,0.2944,0.0185,0.3147,217.0,14.1774,233,78.0545,12.5264,90.2072,250.2812,31.7182,285.5902,9.3333,6.5064,16,8.3333,7.0946,16,1.0,1.0,2,1.5811,0.697,2.3771,0.9688,0.3412,1.21
rl+ts (rl_v3),352,32.909,390,249.6667,11.0151,257,102.3333,30.0056,135,0.7124,0.059,0.7718,8.6224,0.5754,9.284,7.5972,0.7961,8.4398,18.4858,0.823,19.3075,33.1151,3.0447,36.452,0.0,0.0,0.0,5.4094,0.2643,5.694,10.6717,0.2786,10.9707,21.0311,0.9883,22.1431,1.1851,0.0057,1.1906,1.6129,0.0068,1.6203,3564.354,164.3727,3708.5328,2214.0192,58.3168,2250.8602,1350.3348,112.7831,1464.119,0.3784,0.0148,0.3948,169.3333,10.504,180,9.8674,0.6451,10.5523,30.3772,5.5448,36.7756,0.3333,0.5774,1,0.0,0.0,0,0.3333,0.5774,1,,,,0.6949,0.0,0.6949
