policy,total_requests_mean,total_requests_std,total_requests_worst,served_mean,served_std,served_worst,rejected_mean,rejected_std,rejected_worst,service_rate_mean,service_rate_std,service_rate_worst,mean_wait_mean,mean_wait_std,mean_wait_worst,p50_wait_mean,p50_wait_std,p50_wait_worst,p95_wait_mean,p95_wait_std,p95_wait_worst,max_wait_mean,max_wait_std,max_wait_worst,min_wait_mean,min_wait_std,min_wait_worst,std_wait_mean,std_wait_std,std_wait_worst,mean_ride_mean,mean_ride_std,mean_ride_worst,p95_ride_mean,p95_ride_std,p95_ride_worst,mean_detour_ratio_mean,mean_detour_ratio_std,mean_detour_ratio_worst,p95_detour_ratio_mean,p95_detour_ratio_std,p95_detour_ratio_worst,total_distance_mean,total_distance_std,total_distance_worst,loaded_distance_mean,loaded_distance_std,loaded_distance_worst,empty_distance_mean,empty_distance_std,empty_distance_worst,deadhead_ratio_mean,deadhead_ratio_std,deadhead_ratio_worst,improvements_mean,improvements_std,improvements_worst,mean_latency_ms_mean,mean_latency_ms_std,mean_latency_ms_worst,p95_latency_ms_mean,p95_latency_ms_std,p95_latency_ms_worst,violations_total_mean,violations_total_std,violations_total_worst,violations_wait_mean,violations_wait_std,violations_wait_worst,violations_ride_mean,violations_ride_std,violations_ride_worst,mean_wait_excess_mean,mean_wait_excess_std,mean_wait_excess_worst,mean_ride_excess_mean,mean_ride_excess_std,mean_ride_excess_worst
greedy,352,32.909,390,280.3333,12.897,291,71.6667,32.2542,106,0.8003,0.0728,0.8739,14.7999,1.5675,16.6047,13.0356,2.2725,15.4642,30.1239,1.1585,31.122,35.8742,1.9137,37.8931,0.0,0.0,0.0,9.2989,0.3767,9.7077,13.2628,0.9287,14.1103,32.0052,4.5062,37.1686,1.3378,0.0553,1.3996,2.1254,0.1313,2.2541,4005.0169,178.4403,4163.1363,2629.7209,102.1007,2735.7967,1375.2961,144.8255,1541.8947,0.343,0.0246,0.3704,0,0.0,0,0.2705,0.031,0.3052,0.5866,0.067,0.6478,16,7.0,23,14.3333,5.5076,20,1.6667,1.5275,3,2.3886,0.4837,2.833,2.0532,0.0915,2.1179
greedy+sa,352,32.909,390,287,10.4403,294,65,28.1603,96,0.8188,0.0618,0.8769,14.9697,1.2656,16.3372,13.6107,1.3216,15.1368,29.8535,1.0623,31.0705,35.8007,2.5255,38.0805,0.0,0.0,0.0,9.2176,0.236,9.4707,13.127,1.2405,14.1967,30.4742,4.7722,34.6539,1.3257,0.0532,1.3591,2.0522,0.1215,2.1263,3973.4209,88.2981,4062.9322,2637.1778,40.9794,2674.3459,1336.2432,118.7076,1469.7,0.336,0.0226,0.3617,42,4.3589,47,61.2458,11.6548,70.8198,243.7936,12.5728,251.788,15,6.0828,22,13.6667,6.4291,21,1.3333,1.5275,3,1.5647,0.4051,2.0098,2.1635,2.7258,4.091
greedy+ts,352,32.909,390,286.3333,8.5049,295,65.6667,34.2685,104,0.818,0.0777,0.8859,13.2159,0.9905,14.3427,10.6405,0.7454,11.4244,29.8306,1.1925,31.1927,34.4204,2.629,37.3613,0.0,0.0,0.0,9.059,0.5103,9.6482,13.3022,0.7647,13.829,31.1955,4.5679,35.6524,1.3311,0.023,1.3448,2.1098,0.1314,2.2174,3705.5202,149.7239,3849.6805,2596.6682,39.9926,2626.5679,1108.852,120.1383,1237.4842,0.2987,0.0205,0.3215,98,7.0,103,25.3094,2.6491,28.0413,98.0732,18.3829,110.822,13.6667,8.1445,23,12,6.0828,19,1.6667,2.0817,4,1.6703,0.9184,2.7253,1.7151,1.4427,2.7352
greedy+ga,352,32.909,390,289.3333,8.9629,295,62.6667,29.9555,96,0.8259,0.0668,0.8859,13.6462,1.0077,14.7095,11.4859,1.2003,12.8684,29.7298,0.6168,30.183,34.5316,2.0029,36.5629,0.0,0.0,0.0,9.036,0.3932,9.2821,13.2565,1.0633,14.3812,31.7134,5.3077,36.2847,1.3398,0.0435,1.382,2.1479,0.1736,2.3103,3749.5126,100.9087,3845.6588,2608.5218,40.2011,2654.7385,1140.9908,139.3241,1264.0061,0.3038,0.0293,0.3287,95.6667,4.1633,99,147.8253,32.5415,171.1593,619.5371,117.1235,710.9176,14,5.1962,17,12,3.6056,15,2,2.0,4,1.4851,0.4638,1.8578,1.3926,0.3318,1.6272
greedy+alns,352,32.909,390,291.6667,12.7017,299,60.3333,28.746,91,0.8321,0.0656,0.8979,13.4986,0.9573,14.5723,11.4273,1.0977,12.6941,29.4856,0.2185,29.7003,35.1258,1.8023,36.2758,0.0,0.0,0.0,8.8816,0.377,9.2707,13.1734,1.0619,13.9918,30.9716,5.4321,36.3804,1.3277,0.0548,1.3805,2.0673,0.1632,2.1766,3904.6181,169.9271,4074.7397,2617.0582,104.9026,2738.1542,1287.5598,197.7177,1515.7041,0.3289,0.0383,0.372,75,8.544,83,72.893,14.4765,89.3757,271.3644,45.1262,318.8478,11.6667,1.1547,13,11,1.0,12,0.6667,0.5774,1,1.3786,0.4716,1.9107,2.0645,1.9368,3.434
rl (rl_v3ant),352,32.909,390,277.3333,6.5064,284,74.6667,33.828,113,0.7923,0.0737,0.8529,17.2319,0.8452,18.1404,17.1847,1.5287,18.8306,31.4704,0.7277,31.9066,39.6924,4.0848,44.0207,0.0453,0.0784,0.1358,9.6111,0.1556,9.7609,14.036,0.8068,14.664,34.5737,1.1001,35.8434,1.3967,0.0296,1.4203,2.2604,0.0279,2.2879,4197.6663,183.3196,4400.8947,2651.0453,41.2904,2698.7176,1546.621,143.9172,1702.1772,0.3679,0.0181,0.3868,0,0.0,0,3.5028,0.7794,4.2638,4.5558,0.588,5.2237,24.6667,3.0551,28,22,3.0,25,2.6667,0.5774,3,2.2557,0.7504,2.7029,1.0782,0.4765,1.3845
rl+sa (rl_v3ant),352,32.909,390,283,6.0828,287,69,30.8058,104,0.808,0.0667,0.8619,15.6654,1.133,16.9575,15.0728,2.2567,17.6633,30.0905,0.875,30.7015,34.7185,2.239,37.2959,0.3361,0.5821,1.0082,8.8317,0.4526,9.3285,13.105,0.6954,13.6343,30.1994,2.5285,32.635,1.3349,0.0416,1.3746,2.1316,0.0922,2.2229,4072.2546,178.3159,4245.3516,2589.6377,34.6326,2625.5003,1482.6169,164.3128,1658.3213,0.3634,0.0246,0.3906,86,9.1652,94,67.4889,12.0414,75.5836,231.7782,30.6401,250.9395,17.3333,6.4291,22,15.3333,6.6583,21,2,1.0,3,1.5707,0.4276,2.0408,1.0217,0.5093,1.6085
rl+ts (rl_v3ant),352,32.909,390,289,10.583,297,63,31.0966,97,0.825,0.0706,0.8919,13.5493,1.4474,15.1932,11.5157,1.9989,13.7452,29.6112,0.3885,29.9343,33.8142,0.9395,34.6434,0.0,0.0,0.0,8.9531,0.3236,9.3263,13.2123,0.9641,14.0695,30.7474,3.4364,33.4746,1.3257,0.0364,1.352,2.1245,0.1542,2.241,3728.9813,124.5216,3826.5482,2567.0079,16.016,2585.0722,1161.9734,124.1838,1272.0038,0.3111,0.0233,0.3324,170.3333,14.4684,187,33.5878,4.0095,37.9765,125.2406,22.5253,150.8702,12.3333,2.5166,15,11.6667,2.5166,14,0.6667,0.5774,1,1.527,0.3404,1.8567,1.8084,1.5746,2.9218
rl+ga (rl_v3ant),352,32.909,390,288.6667,10.504,299,63.3333,34.2685,101,0.8246,0.0789,0.8979,13.7039,0.8939,14.7159,11.0839,1.4392,12.7196,30.0199,0.9227,31.0446,34.6078,1.4843,36.1198,0.0,0.0,0.0,9.2936,0.1895,9.5076,13.322,1.0018,14.2546,31.5716,4.174,35.5865,1.3414,0.0461,1.3889,2.094,0.0787,2.1413,3750.8682,161.2848,3888.2465,2612.9277,90.9023,2705.304,1137.9405,122.9212,1278.3424,0.303,0.0226,0.3288,175.6667,21.3854,199,163.35,12.5008,177.7777,644.8216,28.5787,676.8355,15,5.2915,21,13.6667,4.0415,18,1.3333,1.5275,3,1.9624,0.6114,2.5045,1.793,1.5529,2.891
rl+alns (rl_v3ant),352,32.909,390,292.3333,15.0444,302,59.6667,27.5379,88,0.8337,0.0636,0.9009,14.2296,1.0773,15.4401,12.7398,1.3081,14.1852,28.8231,1.0747,29.8279,34.4555,3.3396,37.3568,0.0852,0.1476,0.2557,8.1964,0.5235,8.724,13.0551,0.522,13.4053,30.4337,3.1635,33.3072,1.3205,0.0226,1.3461,2.1121,0.107,2.2217,4074.1115,186.7793,4283.3955,2585.643,47.1743,2625.8949,1488.4685,146.9931,1657.5006,0.3648,0.0192,0.387,112,16.0935,125,82.2255,18.2635,103.2824,290.1684,53.4989,349.0976,8.3333,4.5092,13,7.3333,4.5092,12,1,0.0,1,1.6531,0.7597,2.1946,2.0009,2.6668,5.069
